confCase,confCaseRate,createDt,criticalRate,death,deathRate,gubun,seq,updateDt
34043,51.05,2021-01-07 14:19:04.04,1.53,521,49.81,여성,5921,null
32643,48.95,2021-01-07 14:19:04.04,1.61,525,50.19,남성,5920,null
2333,3.54,2021-01-06 14:21:43.43,0,0,0.00,0-9,5908,null
4131,6.28,2021-01-06 14:21:43.43,0,0,0.00,10-19,5907,null
10360,15.74,2021-01-06 14:21:43.43,0,0,0.00,20-29,5906,null
8395,12.75,2021-01-06 14:21:43.43,0.05,4,0.39,30-39,5905,null
9366,14.23,2021-01-06 14:21:43.43,0.09,8,0.78,40-49,5904,null
12337,18.74,2021-01-06 14:21:43.43,0.26,32,3.12,50-59,5903,null
10442,15.86,2021-01-06 14:21:43.43,1.18,123,11.98,60-69,5902,null
5145,7.82,2021-01-06 14:21:43.43,5.62,289,28.14,70-79,5901,null
3309,5.03,2021-01-06 14:21:43.43,17.26,571,55.60,80 이상,5900,null
33633,51.1,2021-01-06 14:21:43.43,1.53,513,49.95,여성,5899,null
32185,48.9,2021-01-06 14:21:43.43,1.6,514,50.05,남성,5898,null
2288,3.52,2021-01-05 14:22:30.30,0,0,0.00,0-9,5886,null
4071,6.27,2021-01-05 14:22:30.30,0,0,0.00,10-19,5885,null
10254,15.78,2021-01-05 14:22:30.30,0,0,0.00,20-29,5884,null
8289,12.76,2021-01-05 14:22:30.30,0.05,4,0.40,30-39,5883,null
9256,14.24,2021-01-05 14:22:30.30,0.08,7,0.70,40-49,5882,null
12197,18.77,2021-01-05 14:22:30.30,0.26,32,3.18,50-59,5881,null
10294,15.84,2021-01-05 14:22:30.30,1.18,121,12.02,60-69,5880,null
5072,7.81,2021-01-05 14:22:30.30,5.6,284,28.20,70-79,5879,null
3258,5.01,2021-01-05 14:22:30.30,17.16,559,55.51,80 이상,5878,null
33200,51.09,2021-01-05 14:22:30.30,1.51,500,49.65,여성,5877,null
31779,48.91,2021-01-05 14:22:30.30,1.6,507,50.35,남성,5876,null
2243,3.49,2021-01-04 14:24:38.38,0,0,0.00,0-9,5864,null
4027,6.27,2021-01-04 14:24:38.38,0,0,0.00,10-19,5863,null
10147,15.79,2021-01-04 14:24:38.38,0,0,0.00,20-29,5862,null
8184,12.73,2021-01-04 14:24:38.38,0.05,4,0.41,30-39,5861,null
9144,14.23,2021-01-04 14:24:38.38,0.08,7,0.71,40-49,5860,null
12073,18.79,2021-01-04 14:24:38.38,0.27,32,3.26,50-59,5859,null
10186,15.85,2021-01-04 14:24:38.38,1.14,116,11.82,60-69,5858,null
5028,7.82,2021-01-04 14:24:38.38,5.51,277,28.24,70-79,5857,null
3232,5.03,2021-01-04 14:24:38.38,16.86,545,55.56,80 이상,5856,null
32841,51.1,2021-01-04 14:24:38.38,1.49,490,49.95,여성,5855,null
31423,48.9,2021-01-04 14:24:38.38,1.56,491,50.05,남성,5854,null
2203,3.48,2021-01-03 14:17:19.19,0,0,0.00,0-9,5840,null
3956,6.26,2021-01-03 14:17:19.19,0,0,0.00,10-19,5839,null
10027,15.85,2021-01-03 14:17:19.19,0,0,0.00,20-29,5838,null
8057,12.74,2021-01-03 14:17:19.19,0.05,4,0.42,30-39,5837,null
8972,14.19,2021-01-03 14:17:19.19,0.08,7,0.73,40-49,5836,null
11886,18.79,2021-01-03 14:17:19.19,0.27,32,3.33,50-59,5835,null
10033,15.86,2021-01-03 14:17:19.19,1.15,115,11.95,60-69,5834,null
4959,7.84,2021-01-03 14:17:19.19,5.53,274,28.48,70-79,5833,null
3151,4.98,2021-01-03 14:17:19.19,16.82,530,55.09,80 이상,5832,null
32357,51.16,2021-01-03 14:17:19.19,1.48,479,49.79,여성,5831,null
30887,48.84,2021-01-03 14:17:19.19,1.56,483,50.21,남성,5830,null
2171,3.47,2021-01-02 14:30:39.39,0,0,0.00,0-9,5829,null
3910,6.25,2021-01-02 14:30:39.39,0,0,0.00,10-19,5828,null
9947,15.89,2021-01-02 14:30:39.39,0,0,0.00,20-29,5827,null
7982,12.75,2021-01-02 14:30:39.39,0.05,4,0.42,30-39,5826,null
8884,14.19,2021-01-02 14:30:39.39,0.08,7,0.74,40-49,5825,null
11762,18.79,2021-01-02 14:30:39.39,0.27,32,3.40,50-59,5824,null
9916,15.84,2021-01-02 14:30:39.39,1.11,110,11.68,60-69,5823,null
4908,7.84,2021-01-02 14:30:39.39,5.46,268,28.45,70-79,5822,null
3113,4.97,2021-01-02 14:30:39.39,16.74,521,55.31,80 이상,5821,null
32002,51.13,2021-01-02 14:30:39.39,1.48,473,50.21,여성,5820,null
30591,48.87,2021-01-02 14:30:39.39,1.53,469,49.79,남성,5819,null
2132,3.45,2021-01-01 14:17:11.11,0,0,0.00,0-9,5818,null
3844,6.22,2021-01-01 14:17:11.11,0,0,0.00,10-19,5817,null
9836,15.92,2021-01-01 14:17:11.11,0,0,0.00,20-29,5816,null
7873,12.75,2021-01-01 14:17:11.11,0.05,4,0.44,30-39,5815,null
8778,14.21,2021-01-01 14:17:11.11,0.08,7,0.76,40-49,5814,null
11602,18.78,2021-01-01 14:17:11.11,0.26,30,3.27,50-59,5813,null
9791,15.85,2021-01-01 14:17:11.11,1.12,110,12.00,60-69,5812,null
4849,7.85,2021-01-01 14:17:11.11,5.34,259,28.24,70-79,5811,null
3064,4.96,2021-01-01 14:17:11.11,16.55,507,55.29,80 이상,5810,null
31600,51.16,2021-01-01 14:17:11.11,1.45,458,49.95,여성,5809,null
30169,48.84,2021-01-01 14:17:11.11,1.52,459,50.05,남성,5808,null
2091,3.44,2020-12-31 14:27:23.23,0,0,0.00,0-9,5785,null
3770,6.21,2020-12-31 14:27:23.23,0,0,0.00,10-19,5784,null
9705,15.98,2020-12-31 14:27:23.23,0,0,0.00,20-29,5783,null
7728,12.72,2020-12-31 14:27:23.23,0.04,3,0.33,30-39,5782,null
8624,14.2,2020-12-31 14:27:23.23,0.08,7,0.78,40-49,5781,null
11398,18.77,2020-12-31 14:27:23.23,0.26,30,3.33,50-59,5780,null
9632,15.86,2020-12-31 14:27:23.23,1.1,106,11.78,60-69,5779,null
4769,7.85,2020-12-31 14:27:23.23,5.41,258,28.67,70-79,5778,null
3023,4.98,2020-12-31 14:27:23.23,16.41,496,55.11,80 이상,5777,null
31128,51.25,2020-12-31 14:27:23.23,1.45,452,50.22,여성,5776,null
29612,48.75,2020-12-31 14:27:23.23,1.51,448,49.78,남성,5775,null
2042,3.42,2020-12-30 14:15:28.28,0,0,0.00,0-9,5774,null
3703,6.2,2020-12-30 14:15:28.28,0,0,0.00,10-19,5773,null
9612,16.08,2020-12-30 14:15:28.28,0,0,0.00,20-29,5772,null
7596,12.71,2020-12-30 14:15:28.28,0.04,3,0.34,30-39,5771,null
8490,14.2,2020-12-30 14:15:28.28,0.08,7,0.80,40-49,5770,null
11212,18.76,2020-12-30 14:15:28.28,0.27,30,3.41,50-59,5769,null
9458,15.82,2020-12-30 14:15:28.28,1.09,103,11.72,60-69,5768,null
4702,7.87,2020-12-30 14:15:28.28,5.32,250,28.44,70-79,5767,null
2958,4.95,2020-12-30 14:15:28.28,16.43,486,55.29,80 이상,5766,null
30666,51.3,2020-12-30 14:15:28.28,1.44,441,50.17,여성,5765,null
29107,48.7,2020-12-30 14:15:28.28,1.5,438,49.83,남성,5764,null
2003,3.41,2020-12-29 14:14:42.42,0,0,0.00,0-9,5741,null
3645,6.21,2020-12-29 14:14:42.42,0,0,0.00,10-19,5740,null
9500,16.18,2020-12-29 14:14:42.42,0,0,0.00,20-29,5739,null
7485,12.75,2020-12-29 14:14:42.42,0.04,3,0.35,30-39,5738,null
8323,14.18,2020-12-29 14:14:42.42,0.08,7,0.81,40-49,5737,null
11008,18.75,2020-12-29 14:14:42.42,0.27,30,3.49,50-59,5736,null
9251,15.76,2020-12-29 14:14:42.42,1.07,99,11.53,60-69,5735,null
4610,7.85,2020-12-29 14:14:42.42,5.34,246,28.64,70-79,5734,null
2889,4.92,2020-12-29 14:14:42.42,16.4,474,55.18,80 이상,5733,null
30139,51.32,2020-12-29 14:14:42.42,1.43,430,50.06,여성,5732,null
28575,48.67,2020-12-29 14:14:42.42,1.5,429,49.94,남성,5731,null
1962,3.4,2020-12-28 14:25:37.37,0,0,0.00,0-9,5719,null
3593,6.23,2020-12-28 14:25:37.37,0,0,0.00,10-19,5718,null
9355,16.22,2020-12-28 14:25:37.37,0,0,0.00,20-29,5717,null
7338,12.72,2020-12-28 14:25:37.37,0.04,3,0.37,30-39,5716,null
8151,14.13,2020-12-28 14:25:37.37,0.09,7,0.85,40-49,5715,null
10818,18.76,2020-12-28 14:25:37.37,0.28,30,3.66,50-59,5714,null
9067,15.72,2020-12-28 14:25:37.37,1.06,96,11.72,60-69,5713,null
4535,7.86,2020-12-28 14:25:37.37,5.27,239,29.18,70-79,5712,null
2851,4.94,2020-12-28 14:25:37.37,15.57,444,54.21,80 이상,5711,null
29713,51.52,2020-12-28 14:25:37.37,1.36,403,49.21,여성,5710,null
27957,48.48,2020-12-28 14:25:37.37,1.49,416,50.79,남성,5709,null
1927,3.39,2020-12-27 14:11:11.11,0,0,0.00,0-9,5697,null
3544,6.23,2020-12-27 14:11:11.11,0,0,0.00,10-19,5696,null
9281,16.32,2020-12-27 14:11:11.11,0,0,0.00,20-29,5695,null
7226,12.71,2020-12-27 14:11:11.11,0.04,3,0.37,30-39,5694,null
8033,14.12,2020-12-27 14:11:11.11,0.09,7,0.87,40-49,5693,null
10648,18.72,2020-12-27 14:11:11.11,0.28,30,3.71,50-59,5692,null
8939,15.72,2020-12-27 14:11:11.11,1.05,94,11.63,60-69,5691,null
4472,7.86,2020-12-27 14:11:11.11,5.28,236,29.21,70-79,5690,null
2802,4.93,2020-12-27 14:11:11.11,15.63,438,54.21,80 이상,5689,null
29301,51.52,2020-12-27 14:11:11.11,1.35,397,49.13,여성,5688,null
27571,48.48,2020-12-27 14:11:11.11,1.49,411,50.87,남성,5687,null
1891,3.38,2020-12-26 14:13:31.31,0,0,0.00,0-9,5675,null
3483,6.23,2020-12-26 14:13:31.31,0,0,0.00,10-19,5674,null
9170,16.4,2020-12-26 14:13:31.31,0,0,0.00,20-29,5673,null
7095,12.69,2020-12-26 14:13:31.31,0.04,3,0.38,30-39,5672,null
7874,14.09,2020-12-26 14:13:31.31,0.09,7,0.88,40-49,5671,null
10457,18.71,2020-12-26 14:13:31.31,0.29,30,3.78,50-59,5670,null
8760,15.67,2020-12-26 14:13:31.31,1.05,92,11.60,60-69,5669,null
4411,7.89,2020-12-26 14:13:31.31,5.3,234,29.51,70-79,5668,null
2761,4.94,2020-12-26 14:13:31.31,15.47,427,53.85,80 이상,5667,null
28802,51.52,2020-12-26 14:13:31.31,1.35,389,49.05,여성,5666,null
27100,48.48,2020-12-26 14:13:31.31,1.49,404,50.95,남성,5665,null
1844,3.37,2020-12-25 14:12:01.01,0,0,0.00,0-9,5653,null
3403,6.21,2020-12-25 14:12:01.01,0,0,0.00,10-19,5652,null
9042,16.51,2020-12-25 14:12:01.01,0,0,0.00,20-29,5651,null
6948,12.69,2020-12-25 14:12:01.01,0.04,3,0.39,30-39,5650,null
7695,14.05,2020-12-25 14:12:01.01,0.09,7,0.91,40-49,5649,null
10248,18.71,2020-12-25 14:12:01.01,0.29,30,3.88,50-59,5648,null
8589,15.68,2020-12-25 14:12:01.01,1.05,90,11.64,60-69,5647,null
4321,7.89,2020-12-25 14:12:01.01,5.25,227,29.37,70-79,5646,null
2680,4.89,2020-12-25 14:12:01.01,15.52,416,53.82,80 이상,5645,null
28235,51.55,2020-12-25 14:12:01.01,1.36,383,49.55,여성,5644,null
26535,48.45,2020-12-25 14:12:01.01,1.47,390,50.45,남성,5643,null
1797,3.36,2020-12-24 14:13:33.33,0,0,0.00,0-9,5631,null
3337,6.23,2020-12-24 14:13:33.33,0,0,0.00,10-19,5630,null
8886,16.6,2020-12-24 14:13:33.33,0,0,0.00,20-29,5629,null
6778,12.66,2020-12-24 14:13:33.33,0.04,3,0.40,30-39,5628,null
7499,14.01,2020-12-24 14:13:33.33,0.08,6,0.79,40-49,5627,null
10010,18.7,2020-12-24 14:13:33.33,0.29,29,3.84,50-59,5626,null
8375,15.64,2020-12-24 14:13:33.33,1.07,90,11.90,60-69,5625,null
4235,7.91,2020-12-24 14:13:33.33,5.29,224,29.63,70-79,5624,null
2616,4.89,2020-12-24 14:13:33.33,15.44,404,53.44,80 이상,5623,null
27768,51.87,2020-12-24 14:13:33.33,1.35,376,49.74,여성,5622,null
25765,48.13,2020-12-24 14:13:33.33,1.47,380,50.26,남성,5621,null
1761,3.35,2020-12-23 14:13:12.12,0,0,0.00,0-9,5609,null
3268,6.22,2020-12-23 14:13:12.12,0,0,0.00,10-19,5608,null
8758,16.67,2020-12-23 14:13:12.12,0,0,0.00,20-29,5607,null
6642,12.64,2020-12-23 14:13:12.12,0.05,3,0.41,30-39,5606,null
7367,14.02,2020-12-23 14:13:12.12,0.08,6,0.81,40-49,5605,null
9827,18.7,2020-12-23 14:13:12.12,0.3,29,3.92,50-59,5604,null
8204,15.61,2020-12-23 14:13:12.12,1.1,90,12.18,60-69,5603,null
4161,7.92,2020-12-23 14:13:12.12,5.22,217,29.36,70-79,5602,null
2562,4.88,2020-12-23 14:13:12.12,15.38,394,53.32,80 이상,5601,null
27268,51.89,2020-12-23 14:13:12.12,1.34,365,49.39,여성,5600,null
25282,48.11,2020-12-23 14:13:12.12,1.48,374,50.61,남성,5599,null
1715,3.33,2020-12-22 14:11:34.34,0,0,0.00,0-9,5587,null
3205,6.23,2020-12-22 14:11:34.34,0,0,0.00,10-19,5586,null
8652,16.82,2020-12-22 14:11:34.34,0,0,0.00,20-29,5585,null
6515,12.66,2020-12-22 14:11:34.34,0.06,4,0.55,30-39,5584,null
7221,14.04,2020-12-22 14:11:34.34,0.08,6,0.83,40-49,5583,null
9579,18.62,2020-12-22 14:11:34.34,0.3,29,4.02,50-59,5582,null
8014,15.58,2020-12-22 14:11:34.34,1.1,88,12.19,60-69,5581,null
4066,7.9,2020-12-22 14:11:34.34,5.19,211,29.22,70-79,5580,null
2480,4.82,2020-12-22 14:11:34.34,15.49,384,53.19,80 이상,5579,null
26706,51.91,2020-12-22 14:11:34.34,1.34,357,49.45,여성,5578,null
24741,48.09,2020-12-22 14:11:34.34,1.47,365,50.55,남성,5577,null
1684,3.33,2020-12-21 14:18:52.52,0,0,0.00,0-9,5565,null
3149,6.23,2020-12-21 14:18:52.52,0,0,0.00,10-19,5564,null
8548,16.9,2020-12-21 14:18:52.52,0,0,0.00,20-29,5563,null
6411,12.67,2020-12-21 14:18:52.52,0.05,3,0.43,30-39,5562,null
7097,14.03,2020-12-21 14:18:52.52,0.08,6,0.86,40-49,5561,null
9400,18.58,2020-12-21 14:18:52.52,0.31,29,4.15,50-59,5560,null
7883,15.58,2020-12-21 14:18:52.52,1.07,84,12.03,60-69,5559,null
3980,7.87,2020-12-21 14:18:52.52,5.13,204,29.23,70-79,5558,null
2429,4.8,2020-12-21 14:18:52.52,15.32,372,53.30,80 이상,5557,null
26261,51.92,2020-12-21 14:18:52.52,1.29,340,48.71,여성,5556,null
24320,48.08,2020-12-21 14:18:52.52,1.47,358,51.29,남성,5555,null
1638,3.3,2020-12-20 14:14:21.21,0,0,0.00,0-9,5543,null
3105,6.25,2020-12-20 14:14:21.21,0,0,0.00,10-19,5542,null
8455,17.02,2020-12-20 14:14:21.21,0,0,0.00,20-29,5541,null
6297,12.68,2020-12-20 14:14:21.21,0.03,2,0.30,30-39,5540,null
6975,14.04,2020-12-20 14:14:21.21,0.09,6,0.89,40-49,5539,null
9207,18.54,2020-12-20 14:14:21.21,0.3,28,4.15,50-59,5538,null
7722,15.55,2020-12-20 14:14:21.21,1.05,81,12.02,60-69,5537,null
3892,7.84,2020-12-20 14:14:21.21,5.14,200,29.67,70-79,5536,null
2374,4.78,2020-12-20 14:14:21.21,15.04,357,52.97,80 이상,5535,null
25797,51.94,2020-12-20 14:14:21.21,1.28,329,48.81,여성,5534,null
23868,48.06,2020-12-20 14:14:21.21,1.45,345,51.19,남성,5533,null
1591,3.28,2020-12-19 17:26:49.49,0,0,0.00,0-9,5532,null
3033,6.25,2020-12-19 17:26:49.49,0,0,0.00,10-19,5531,null
8314,17.12,2020-12-19 17:26:49.49,0,0,0.00,20-29,5530,null
6153,12.67,2020-12-19 17:26:49.49,0.03,2,0.30,30-39,5529,null
6820,14.04,2020-12-19 17:26:49.49,0.09,6,0.91,40-49,5528,null
8972,18.48,2020-12-19 17:26:49.49,0.31,28,4.25,50-59,5527,null
7535,15.52,2020-12-19 17:26:49.49,1.02,77,11.68,60-69,5526,null
3814,7.85,2020-12-19 17:26:49.49,5.22,199,30.20,70-79,5525,null
2328,4.79,2020-12-19 17:26:49.49,14.91,347,52.66,80 이상,5524,null
25325,52.14,2020-12-19 17:26:49.49,1.26,320,48.56,여성,5523,null
23235,47.85,2020-12-19 17:26:49.49,1.46,339,51.44,남성,5522,null
1558,3.28,2020-12-18 14:12:20.20,0,0,0.00,0-9,5499,null
2969,6.25,2020-12-18 14:12:20.20,0,0,0.00,10-19,5498,null
8183,17.22,2020-12-18 14:12:20.20,0,0,0.00,20-29,5497,null
6044,12.72,2020-12-18 14:12:20.20,0.03,2,0.31,30-39,5496,null
6669,14.04,2020-12-18 14:12:20.20,0.09,6,0.93,40-49,5495,null
8754,18.42,2020-12-18 14:12:20.20,0.3,26,4.03,50-59,5494,null
7358,15.49,2020-12-18 14:12:20.20,1.05,77,11.94,60-69,5493,null
3730,7.85,2020-12-18 14:12:20.20,5.28,197,30.54,70-79,5492,null
2250,4.74,2020-12-18 14:12:20.20,14.98,337,52.25,80 이상,5491,null
24744,52.08,2020-12-18 14:12:20.20,1.25,309,47.91,여성,5490,null
22771,47.92,2020-12-18 14:12:20.20,1.48,336,52.09,남성,5489,null
1518,3.27,2020-12-17 14:11:50.50,0,0,0.00,0-9,5477,null
2903,6.25,2020-12-17 14:11:50.50,0,0,0.00,10-19,5476,null
8060,17.35,2020-12-17 14:11:50.50,0,0,0.00,20-29,5475,null
5912,12.73,2020-12-17 14:11:50.50,0.03,2,0.32,30-39,5474,null
6535,14.07,2020-12-17 14:11:50.50,0.09,6,0.95,40-49,5473,null
8529,18.36,2020-12-17 14:11:50.50,0.3,26,4.10,50-59,5472,null
7172,15.44,2020-12-17 14:11:50.50,1.07,77,12.15,60-69,5471,null
3640,7.84,2020-12-17 14:11:50.50,5.33,194,30.60,70-79,5470,null
2184,4.7,2020-12-17 14:11:50.50,15.06,329,51.89,80 이상,5469,null
24166,52.02,2020-12-17 14:11:50.50,1.25,303,47.79,여성,5468,null
22287,47.98,2020-12-17 14:11:50.50,1.49,331,52.21,남성,5467,null
1462,3.22,2020-12-16 14:11:31.31,0,0,0.00,0-9,5455,null
2849,6.27,2020-12-16 14:11:31.31,0,0,0.00,10-19,5454,null
7953,17.5,2020-12-16 14:11:31.31,0,0,0.00,20-29,5453,null
5790,12.74,2020-12-16 14:11:31.31,0.03,2,0.33,30-39,5452,null
6394,14.07,2020-12-16 14:11:31.31,0.09,6,0.98,40-49,5451,null
8315,18.3,2020-12-16 14:11:31.31,0.3,25,4.08,50-59,5450,null
6999,15.4,2020-12-16 14:11:31.31,1.06,74,12.09,60-69,5449,null
3555,7.82,2020-12-16 14:11:31.31,5.34,190,31.05,70-79,5448,null
2125,4.68,2020-12-16 14:11:31.31,14.82,315,51.47,80 이상,5447,null
23628,52,2020-12-16 14:11:31.31,1.25,295,48.20,여성,5446,null
21814,48,2020-12-16 14:11:31.31,1.45,317,51.80,남성,5445,null
1417,3.19,2020-12-15 14:07:50.50,0,0,0.00,0-9,5433,null
2780,6.27,2020-12-15 14:07:50.50,0,0,0.00,10-19,5432,null
7800,17.58,2020-12-15 14:07:50.50,0,0,0.00,20-29,5431,null
5686,12.82,2020-12-15 14:07:50.50,0.04,2,0.33,30-39,5430,null
6252,14.09,2020-12-15 14:07:50.50,0.08,5,0.83,40-49,5429,null
8100,18.26,2020-12-15 14:07:50.50,0.31,25,4.17,50-59,5428,null
6808,15.35,2020-12-15 14:07:50.50,1.09,74,12.33,60-69,5427,null
3464,7.81,2020-12-15 14:07:50.50,5.34,185,30.83,70-79,5426,null
2057,4.64,2020-12-15 14:07:50.50,15.02,309,51.50,80 이상,5425,null
23106,52.08,2020-12-15 14:07:50.50,1.26,292,48.67,여성,5424,null
21258,47.92,2020-12-15 14:07:50.50,1.45,308,51.33,남성,5423,null
1377,3.17,2020-12-14 14:19:41.41,0,0,0.00,0-9,5411,null
2726,6.27,2020-12-14 14:19:41.41,0,0,0.00,10-19,5410,null
7700,17.71,2020-12-14 14:19:41.41,0,0,0.00,20-29,5409,null
5573,12.82,2020-12-14 14:19:41.41,0.04,2,0.34,30-39,5408,null
6127,14.09,2020-12-14 14:19:41.41,0.08,5,0.85,40-49,5407,null
7949,18.28,2020-12-14 14:19:41.41,0.31,25,4.26,50-59,5406,null
6676,15.35,2020-12-14 14:19:41.41,1.08,72,12.27,60-69,5405,null
3385,7.78,2020-12-14 14:19:41.41,5.41,183,31.18,70-79,5404,null
1971,4.53,2020-12-14 14:19:41.41,15.22,300,51.11,80 이상,5403,null
22641,52.07,2020-12-14 14:19:41.41,1.26,285,48.55,여성,5402,null
20843,47.93,2020-12-14 14:19:41.41,1.45,302,51.45,남성,5401,null
1346,3.15,2020-12-13 14:12:01.01,0,0,0.00,0-9,5389,null
2672,6.25,2020-12-13 14:12:01.01,0,0,0.00,10-19,5388,null
7602,17.78,2020-12-13 14:12:01.01,0,0,0.00,20-29,5387,null
5500,12.86,2020-12-13 14:12:01.01,0.04,2,0.34,30-39,5386,null
6006,14.04,2020-12-13 14:12:01.01,0.08,5,0.86,40-49,5385,null
7811,18.26,2020-12-13 14:12:01.01,0.32,25,4.31,50-59,5384,null
6568,15.36,2020-12-13 14:12:01.01,1.07,70,12.07,60-69,5383,null
3336,7.8,2020-12-13 14:12:01.01,5.4,180,31.03,70-79,5382,null
1925,4.5,2020-12-13 14:12:01.01,15.48,298,51.38,80 이상,5381,null
22253,52.03,2020-12-13 14:12:01.01,1.27,283,48.79,여성,5380,null
20513,47.97,2020-12-13 14:12:01.01,1.45,297,51.21,남성,5379,null
1310,3.14,2020-12-12 14:18:33.33,0,0,0.00,0-9,5367,null
2598,6.22,2020-12-12 14:18:33.33,0,0,0.00,10-19,5366,null
7492,17.95,2020-12-12 14:18:33.33,0,0,0.00,20-29,5365,null
5391,12.92,2020-12-12 14:18:33.33,0.04,2,0.35,30-39,5364,null
5856,14.03,2020-12-12 14:18:33.33,0.09,5,0.87,40-49,5363,null
7619,18.26,2020-12-12 14:18:33.33,0.33,25,4.33,50-59,5362,null
6385,15.3,2020-12-12 14:18:33.33,1.06,68,11.76,60-69,5361,null
3231,7.74,2020-12-12 14:18:33.33,5.57,180,31.14,70-79,5360,null
1854,4.44,2020-12-12 14:18:33.33,16.07,298,51.56,80 이상,5359,null
21707,52.01,2020-12-12 14:18:33.33,1.3,283,48.96,여성,5358,null
20029,47.99,2020-12-12 14:18:33.33,1.47,295,51.04,남성,5357,null
1258,3.08,2020-12-11 14:17:15.15,0,0,0.00,0-9,5345,null
2512,6.16,2020-12-11 14:17:15.15,0,0,0.00,10-19,5344,null
7395,18.13,2020-12-11 14:17:15.15,0,0,0.00,20-29,5343,null
5277,12.94,2020-12-11 14:17:15.15,0.04,2,0.35,30-39,5342,null
5714,14.01,2020-12-11 14:17:15.15,0.09,5,0.87,40-49,5341,null
7445,18.25,2020-12-11 14:17:15.15,0.34,25,4.37,50-59,5340,null
6237,15.29,2020-12-11 14:17:15.15,1.09,68,11.89,60-69,5339,null
3162,7.75,2020-12-11 14:17:15.15,5.63,178,31.12,70-79,5338,null
1786,4.38,2020-12-11 14:17:15.15,16.46,294,51.40,80 이상,5337,null
21193,51.96,2020-12-11 14:17:15.15,1.32,280,48.95,여성,5336,null
19593,48.04,2020-12-11 14:17:15.15,1.49,292,51.05,남성,5335,null
1223,3.05,2020-12-10 14:14:43.43,0,0,0.00,0-9,5323,null
2466,6.15,2020-12-10 14:14:43.43,0,0,0.00,10-19,5322,null
7310,18.23,2020-12-10 14:14:43.43,0,0,0.00,20-29,5321,null
5196,12.96,2020-12-10 14:14:43.43,0.04,2,0.35,30-39,5320,null
5615,14,2020-12-10 14:14:43.43,0.09,5,0.89,40-49,5319,null
7320,18.26,2020-12-10 14:14:43.43,0.34,25,4.43,50-59,5318,null
6137,15.31,2020-12-10 14:14:43.43,1.06,65,11.52,60-69,5317,null
3100,7.73,2020-12-10 14:14:43.43,5.71,177,31.38,70-79,5316,null
1731,4.32,2020-12-10 14:14:43.43,16.75,290,51.42,80 이상,5315,null
20841,51.98,2020-12-10 14:14:43.43,1.32,275,48.76,여성,5314,null
19257,48.02,2020-12-10 14:14:43.43,1.5,289,51.24,남성,5313,null
1186,3.01,2020-12-09 14:18:28.28,0,0,0.00,0-9,5301,null
2416,6.13,2020-12-09 14:18:28.28,0,0,0.00,10-19,5300,null
7230,18.34,2020-12-09 14:18:28.28,0,0,0.00,20-29,5299,null
5087,12.9,2020-12-09 14:18:28.28,0.04,2,0.36,30-39,5298,null
5524,14.01,2020-12-09 14:18:28.28,0.09,5,0.90,40-49,5297,null
7214,18.29,2020-12-09 14:18:28.28,0.35,25,4.50,50-59,5296,null
6024,15.28,2020-12-09 14:18:28.28,1.08,65,11.69,60-69,5295,null
3050,7.73,2020-12-09 14:18:28.28,5.74,175,31.47,70-79,5294,null
1701,4.31,2020-12-09 14:18:28.28,16.7,284,51.08,80 이상,5293,null
20518,52.03,2020-12-09 14:18:28.28,1.31,269,48.38,여성,5292,null
18914,47.97,2020-12-09 14:18:28.28,1.52,287,51.62,남성,5291,null
1162,3,2020-12-08 14:25:48.48,0,0,0.00,0-9,5268,null
2374,6.13,2020-12-08 14:25:48.48,0,0,0.00,10-19,5267,null
7163,18.49,2020-12-08 14:25:48.48,0,0,0.00,20-29,5266,null
4986,12.88,2020-12-08 14:25:48.48,0.04,2,0.36,30-39,5265,null
5423,14,2020-12-08 14:25:48.48,0.09,5,0.91,40-49,5264,null
7090,18.3,2020-12-08 14:25:48.48,0.35,25,4.53,50-59,5263,null
5898,15.22,2020-12-08 14:25:48.48,1.08,64,11.59,60-69,5262,null
2975,7.68,2020-12-08 14:25:48.48,5.85,174,31.52,70-79,5261,null
1670,4.31,2020-12-08 14:25:48.48,16.9,282,51.09,80 이상,5260,null
20176,52.08,2020-12-08 14:25:48.48,1.32,267,48.37,여성,5259,null
18565,47.92,2020-12-08 14:25:48.48,1.53,285,51.63,남성,5258,null
1142,2.99,2020-12-07 14:18:10.10,0,0,0.00,0-9,5246,null
2340,6.13,2020-12-07 14:18:10.10,0,0,0.00,10-19,5245,null
7093,18.59,2020-12-07 14:18:10.10,0,0,0.00,20-29,5244,null
4917,12.88,2020-12-07 14:18:10.10,0.04,2,0.36,30-39,5243,null
5346,14.01,2020-12-07 14:18:10.10,0.09,5,0.91,40-49,5242,null
6980,18.29,2020-12-07 14:18:10.10,0.34,24,4.37,50-59,5241,null
5808,15.22,2020-12-07 14:18:10.10,1.1,64,11.66,60-69,5240,null
2919,7.65,2020-12-07 14:18:10.10,5.96,174,31.69,70-79,5239,null
1616,4.23,2020-12-07 14:18:10.10,17.33,280,51.00,80 이상,5238,null
19856,52.03,2020-12-07 14:18:10.10,1.33,265,48.27,여성,5237,null
18305,47.97,2020-12-07 14:18:10.10,1.55,284,51.73,남성,5236,null
1128,3,2020-12-06 15:21:33.33,0,0,0.00,0-9,5235,null
2309,6.15,2020-12-06 15:21:33.33,0,0,0.00,10-19,5234,null
7009,18.67,2020-12-06 15:21:33.33,0,0,0.00,20-29,5233,null
